source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Document:doc_chunk,Method:parametric_models,MENTIONS:492bbc2a3b9b8b36,MENTIONS,The document chunk states that parametric models are used in the present paper.,and parametric models,0.95,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Material:lunar_regolith,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:c022e08e1e8e9dd4,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Material:lunar_regolith,Paper:regolith,REPORTED_IN:625177ec66215167,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Material:lunar_regolith,Limitation:limited_shape_analysis_past,LIMITED_BY:7f84e455069cef71,LIMITED_BY,The chunk states that lunar regolith particle shapes have only been analyzed for very few particles in past work.,the shapes of lunar regolith particles have only been analyzed for single ... or a small number of particles,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Material:lunar_regolith,Chunk:chunk_e99dbc4d11e11bdf,EVIDENCED_BY:da7126f240e6567f,EVIDENCED_BY,supported by chunk,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Material:lunar_regolith,Chunk:chunk_2ca960600a9df8b8,EVIDENCED_BY:ec00d64e95a692bf,EVIDENCED_BY,supported by chunk,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Material:lunar_regolith,Chunk:chunk_384212dd00619739,EVIDENCED_BY:83b2ef5785057118,EVIDENCED_BY,supported by chunk,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Variable:mech_properties,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:d2254815312a0f0b,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mech_properties,Paper:regolith,REPORTED_IN:691e3c29ee8a76b5,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_properties,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:968ea6fc84482e2e,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_properties,Paper:regolith,REPORTED_IN:b11cc4917bd28e28,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_properties,Variable:mech_properties,INFLUENCES:e72e6d65e0792f58,INFLUENCES,Mineralogical properties influence mechanical properties.,"mechanical properties, as these are not only influenced by mineralogical properties",0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:particle_shape,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:a26ecc7e5e942442,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:particle_shape,Paper:regolith,REPORTED_IN:9be4cb2257c6dcf5,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Variable:particle_shape,Variable:mech_properties,INFLUENCES:412fbffd5a7451c2,INFLUENCES,Particle shape influences mechanical properties.,and shape of regolith particles,0.75,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:particle_shape,Chunk:chunk_e99dbc4d11e11bdf,EVIDENCED_BY:b5f5409d508ce88e,EVIDENCED_BY,supported by chunk,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Limitation:simulant_representativeness_unclear,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:4ae7b1cf145d58d6,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:simulant_representativeness_unclear,Paper:regolith,REPORTED_IN:5ebe06e83f8fb976,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:predict_behavior_limitation,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:b3ded854a99db0cf,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:predict_behavior_limitation,Paper:regolith,REPORTED_IN:5a31be88bf5bdcf8,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:limited_shape_analysis_past,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:cb52ac4ab5d04969,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:limited_shape_analysis_past,Paper:regolith,REPORTED_IN:c6950b7c69317e2b,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_modeling,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:c76c4ff01107acf5,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_modeling,Paper:regolith,REPORTED_IN:70d8d30ab869944f,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_modeling,Variable:particle_shape,APPLIES_TO:73ab976d22b79e48,APPLIES_TO,Stochastic 3D modeling is applied to the shape of lunar regolith particles.,stochastic 3D modeling of the shape,0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:stochastic_3d_modeling,Variable:mineralogical_composition,APPLIES_TO:493de9021e298412,APPLIES_TO,Stochastic 3D modeling is applied to mineralogical composition of lunar regolith particles.,and mineralogical composition of lunar regolith particles,0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:stochastic_3d_model,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:86d5d95b4153a16f,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_model,Paper:regolith,REPORTED_IN:66bf26361dfce19a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_model,Application:virtual_materials_testing,SUPPORTS:9ef7964f6de0855c,SUPPORTS,Stochastic 3D models can generate virtual realistic particles for virtual materials testing.,stochastic 3D models from which ... realistic regolith particles can be generated for the purpose of virtual materials testing,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Concept:digital_twin,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:6362d2ac64ac4e85,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:digital_twin,Paper:regolith,REPORTED_IN:53e5090745d1b80a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:digital_twin,Method:stochastic_3d_modeling,DERIVED_FROM:8191c8c050321775,DERIVED_FROM,A digital twin can be obtained by stochastic 3D modeling.,Such a digital twin of lunar regolith can be obtained by stochastic 3D modeling,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:numerical_simulations,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:bba4d2004e00a0eb,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:numerical_simulations,Paper:regolith,REPORTED_IN:be6ef775f2eb1f7a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:numerical_simulations,Concept:digital_twin,USES:ae6422f34001f25b,USES,Numerical simulations are proposed to be applied to a digital twin of lunar regolith morphology and composition.,numerical simulations applied to a digital twin of the 3D morphology and mineralogical composition,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Application:virtual_materials_testing,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:6877577284392cd3,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Application:virtual_materials_testing,Paper:regolith,REPORTED_IN:7d6018de3447a91e,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:precise_shape_matching,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:42bdbe3f575df895,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:precise_shape_matching,Paper:regolith,REPORTED_IN:e0e89d0592b54fdd,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:precise_shape_matching,Limitation:overfitting_limitation,LIMITED_BY:583bc6102799646c,LIMITED_BY,Matching precise individual particle shapes is described as potential overfitting.,matching the precise shapes of individual particles could be considered overfitting,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Limitation:overfitting_limitation,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:cfa702880ef3ceb2,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:overfitting_limitation,Paper:regolith,REPORTED_IN:c502fd8d43c47620,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Descriptor:morph_descriptors,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:ff1db95897e4a268,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Descriptor:morph_descriptors,Paper:regolith,REPORTED_IN:4f8afa3001537d45,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:univariate_distributions,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:b8a7f85011c3a144,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:univariate_distributions,Paper:regolith,REPORTED_IN:90427514fad519b9,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:multivariate_distributions,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:c0212c0583c51e9b,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:multivariate_distributions,Paper:regolith,REPORTED_IN:bd8ef8046f01983e,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:distribution_fitting,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:a5deb4f010f38f03,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:distribution_fitting,Paper:regolith,REPORTED_IN:7e6d914ab6e80147,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:distribution_fitting,Descriptor:morph_descriptors,USES:eaf4fd5c5ed7b6e2,USES,Distribution fitting uses morphological particle descriptors.,fitting of univariate distributions of individual morphological particle descriptors,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Concept:multivariate_distributions,USES:5a82522425ae31b3,USES,Distribution fitting can use multivariate distributions for assessment.,"or, even better, multivariate distributions can be used",0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Variable:model_performance,MEASURES:79216badd2ed0cc1,MEASURES,Fitting descriptor distributions is used to assess stochastic 3D model performance.,can be used for assessing the performance of a stochastic 3D model,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Method:stochastic_3d_model,VALIDATES:507a3e7ad8263676,VALIDATES,Descriptor-distribution fitting is presented as a way to assess/validate a stochastic 3D model.,used for assessing the performance of a stochastic 3D model,0.75,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:model_performance,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:8cf6280a9a1a162b,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:model_performance,Paper:regolith,REPORTED_IN:0bffd6d33772bfc2,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:multivariate_stat_analysis,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:61fb9e30b5234bf0,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:multivariate_stat_analysis,Paper:regolith,REPORTED_IN:dcd461026741aac8,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:multivariate_stat_analysis,Finding:similarities_differences_understanding,SUPPORTS:05a5c86a5a21d23a,SUPPORTS,Multivariate statistical analysis is used to better understand similarities and differences of simulant particles.,multivariate statistical analysis ... are used to better understand similarities and differences of regolith simulant particles,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:multivariate_stat_analysis,Dataset:micro_ct_data,USES:357d9d486328fb52,USES,The methods are applied to 3D X-ray micro-CT data.,We apply these methods to 3D X-ray micro-CT data,0.9,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:parametric_models,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:426223ea4be5fb80,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:parametric_models,Paper:regolith,REPORTED_IN:157a4a523ae51571,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:parametric_models,Concept:non_gaussian_multivar_dists,APPLIES_TO:727ce413a2e89480,APPLIES_TO,Parametric models are used for multivariate non-Gaussian probability distributions.,parametric models for multivariate non-Gaussian probability distributions,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Concept:non_gaussian_multivar_dists,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:e2a4f3e936812587,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:non_gaussian_multivar_dists,Paper:regolith,REPORTED_IN:60049b1ceb82948d,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:non_gaussian_multivar_dists,Variable:descriptor_vectors,DERIVED_FROM:004228b9f20447e7,DERIVED_FROM,The modeled distributions are distributions of descriptor vectors.,probability distributions of descriptor vectors,0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:descriptor_vectors,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:79ead15acb2eb00f,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:descriptor_vectors,Paper:regolith,REPORTED_IN:a94342bd76c1fa9f,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:micro_ct_data,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:0319f1fe460d18c2,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:micro_ct_data,Paper:regolith,REPORTED_IN:872f9a7d92526011,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:micro_ct_data,Instrument:xray_micro_ct,DERIVED_FROM:2ace2f683242dad4,DERIVED_FROM,"The dataset is identified as 3D X-ray micro-CT data, implying it comes from X-ray micro-CT.",3D X-ray micro-CT data,0.7,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Dataset:micro_ct_data,Material:regolith_simulants,APPLIES_TO:8557e6d9926f7a05,APPLIES_TO,The micro-CT data are of different regolith simulants.,data of different regolith simulants,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Instrument:xray_micro_ct,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:6b5067f9fdab56d2,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Instrument:xray_micro_ct,Paper:regolith,REPORTED_IN:516469f792895eee,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:mare_regolith,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:cb8c3634ea448e68,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:mare_regolith,Paper:regolith,REPORTED_IN:f3ea6a7c8e3da207,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:highlands_regolith,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:24070d6155516e0c,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:highlands_regolith,Paper:regolith,REPORTED_IN:03d0f5abf86c0897,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:three_lunar_samples,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:2e00098cd0e853ee,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:three_lunar_samples,Paper:regolith,REPORTED_IN:f393310f06926584,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Dataset:three_lunar_samples,Material:lunar_regolith,PART_OF:ccca77a1242f2ba1,PART_OF,The three samples are samples of lunar regolith.,three different samples of lunar regolith,0.9,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Finding:shape_investigation_necessity,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:72125f58080cf7a9,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Finding:shape_investigation_necessity,Paper:regolith,REPORTED_IN:145a9c849436ff7e,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Finding:similarities_differences_understanding,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:d7ebc72a9604ceb1,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Finding:similarities_differences_understanding,Paper:regolith,REPORTED_IN:eb6ad45c7c29f438,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_composition,Chunk:chunk_44889c813b9be835,EVIDENCED_BY:cadd45a45328d57e,EVIDENCED_BY,supported by chunk,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_composition,Paper:regolith,REPORTED_IN:d0e6d074cf1830b4,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Chunk:chunk_5647a24ba128bfa1,Paper:regolith,PART_OF:chunk_5647a24ba128bfa1,PART_OF,chunk belongs to paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Document:doc_regolith_p7_chunk5647,Chunk:chunk_5647a24ba128bfa1,EVIDENCED_BY:e84d49e2ce7ffc28,EVIDENCED_BY,supported by chunk,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Document:doc_regolith_p7_chunk5647,Paper:regolith,REPORTED_IN:0163f0adf1551c10,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:x_trivariate,Chunk:chunk_5647a24ba128bfa1,EVIDENCED_BY:98e114ae2ed1e9e9,EVIDENCED_BY,supported by chunk,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:x_trivariate,Paper:regolith,REPORTED_IN:17d1f8ce132dd2c2,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:x_trivariate,Variable:x1,PART_OF:0d78ff773900c7fc,PART_OF,X1 is a component of the trivariate random vector X.,"X=(X ,X ,X )",0.92,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
Variable:x_trivariate,Variable:x2,PART_OF:f5add5ff588148b6,PART_OF,X2 is a component of the trivariate random vector X.,"X=(X ,X ,X )",0.92,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
Variable:x_trivariate,Variable:x3,PART_OF:b58c78282d206f48,PART_OF,X3 is a component of the trivariate random vector X.,"X=(X ,X ,X )",0.92,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
Concept:univariate_densities_f1_f2_f3,Chunk:chunk_5647a24ba128bfa1,EVIDENCED_BY:083c71f63abf3403,EVIDENCED_BY,supported by chunk,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:univariate_densities_f1_f2_f3,Paper:regolith,REPORTED_IN:951b9e345bedde20,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:bivariate_copula_densities,Chunk:chunk_5647a24ba128bfa1,EVIDENCED_BY:0f108240cb731dc3,EVIDENCED_BY,supported by chunk,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:bivariate_copula_densities,Paper:regolith,REPORTED_IN:7ab5743961272899,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:rvine_copulas,Chunk:chunk_5647a24ba128bfa1,EVIDENCED_BY:d91658a59c400a9a,EVIDENCED_BY,supported by chunk,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:rvine_copulas,Paper:regolith,REPORTED_IN:a78c0b213ac98af9,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Concept:rvine_copulas,Person:joe_2014,MENTIONS:aee014d9c0725035,MENTIONS,Joe (2014) is referenced for further details on copulas for d>3.,"refer to (Joe, 2014;",0.72,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
Concept:rvine_copulas,Person:czado_2019,MENTIONS:0d6f00253a0a4f26,MENTIONS,Czado (2019) is referenced for further details on copulas for d>3.,"Czado, 2019;",0.7,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
Concept:rvine_copulas,Person:aigner_2023,MENTIONS:ae46e13d36b3d63b,MENTIONS,Aigner et al. (2023) is referenced for further details on copulas for d>3.,"Aigner et al., 2023;",0.7,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,chunk_5647a24ba128bfa1,7,regolith.pdf
