source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Dataset:particle_size_histograms,Instrument:laser_diffraction,DERIVED_FROM:75de97e975c7be5d,DERIVED_FROM,Particle size histograms are obtained by laser diffraction.,histograms of particle sizes as obtained by laser diffraction,0.88,regolith.pdf p.7 page_text chunk_3b9026e63363ad14,chunk_3b9026e63363ad14,7,regolith.pdf
Document:doc_p7_chunk73c87c,Paper:regolith,REPORTED_IN:bd9a256dd73fe232,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Concept:particle_size_histograms_fig4,Paper:regolith,REPORTED_IN:b94eaddd47e33fd4,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Concept:particle_size_histograms_fig4,Method:laser_diffraction,USES:a64c31d8475c34c3,USES,Figure 4 includes histograms obtained from laser diffraction for conditional distributions.,conditional distribution by laser diffraction,0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Concept:particle_size_histograms_fig4,Dataset:ct_image_data,COMPARES_WITH:fce7dc617f6d8b25,COMPARES_WITH,Figure 4 compares laser-diffraction-based histograms with particle sizes computed from CT image data.,in comparison to histograms of particle sizes computed from CT image data,0.85,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Concept:particle_size_histograms_fig4,Document:doc_p7_chunk73c87c,REPORTED_IN:7d1f6b40544b010c,REPORTED_IN,The description of Figure 4 and histogram comparisons is contained in this document chunk.,Figure 4 shows the histograms of particle sizes,0.9,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Method:laser_diffraction,Paper:regolith,REPORTED_IN:44920164bf8c1f40,REPORTED_IN,reported in this paper,regolith.pdf p.3 page_text chunk_99780812c420d780,1.0,regolith.pdf p.3 page_text chunk_99780812c420d780,,,
Method:laser_diffraction,Dataset:laser_diffraction_data,USES:3783d608e95a93ae,USES,Laser diffraction measurement produces the particle size data used in the histograms.,laser diffraction data,0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Method:laser_diffraction,Variable:particle_size_distribution,MEASURES:bd71a5c3f825c072,MEASURES,Laser diffraction was used to determine particle size distribution after sieving.,particle size distri- bution after sieving determined with laser diffraction,0.86,regolith.pdf p.3 page_text chunk_99780812c420d780,chunk_99780812c420d780,3,regolith.pdf
Method:ct_imaging,Paper:regolith,REPORTED_IN:c16f2990801ff3d8,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Method:ct_imaging,Dataset:ct_image_data,USES:b5c1015677d5c370,USES,CT imaging provides CT image data used to compute particle sizes.,CT image data,0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Method:ct_imaging,Concept:particle_descriptors,USES:afc405ec32cf52a6,USES,CT imaging is used to enable analysis of morphological and textural particle descriptors.,methodology needed for understanding key aspects of regolith by CT imaging and subsequent statistical analysis of certain morphological and textural particle descriptors,0.84,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Method:ct_imaging,Variable:particle_size,MEASURES:9d9fea7175bda3a3,MEASURES,The approach analyzes simulant samples with respect to particle size.,"we analyzed seven samples ... with respect to their size, shape and texture",0.75,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Method:ct_imaging,Variable:particle_shape,MEASURES:0376cd17ee634ab3,MEASURES,The approach analyzes simulant samples with respect to particle shape.,"we analyzed seven samples ... with respect to their size, shape and texture",0.75,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Method:ct_imaging,Concept:texture,MEASURES:fe9b3ca506c8176f,MEASURES,The approach analyzes simulant samples with respect to texture.,"we analyzed seven samples ... with respect to their size, shape and texture",0.72,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Dataset:laser_diffraction_data,Paper:regolith,REPORTED_IN:49cfcc393f8c860d,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Dataset:ct_image_data,Paper:regolith,REPORTED_IN:fe898d3392abf776,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Limitation:measurement_technique_diff_limitation,Paper:regolith,REPORTED_IN:8ab31aba662e86c7,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Limitation:measurement_technique_diff_limitation,Concept:particle_size_histograms_fig4,LIMITED_BY:94e3cbfa1a6a40e5,LIMITED_BY,Apparent differences between histograms may stem from differences between applied measurement techniques.,apparent differences between the histograms ... may stem from the differences between the applied measurement techniques,0.9,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Limitation:measurement_technique_diff_limitation,Method:laser_diffraction,APPLIES_TO:ee6e62e8e08662ee,APPLIES_TO,The known comparison issue involves laser diffraction results.,comparing results obtained from laser diffraction with those of CT image data,0.85,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Limitation:measurement_technique_diff_limitation,Method:ct_imaging,APPLIES_TO:b16b26c882b99a9e,APPLIES_TO,The known comparison issue involves CT image data.,with those of CT image data,0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Limitation:measurement_technique_diff_limitation,Person:erdogan_2007,EVIDENCED_BY:84cbf453ac99b294,EVIDENCED_BY,The issue when comparing laser diffraction with CT image data is cited to Erdogan et al. (2007).,"(Erdoğan et al., 2007)",0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Material:fines,Paper:regolith,REPORTED_IN:bf7e7158f4aa540f,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Material:fines,Dataset:laser_diffraction_data,MENTIONS:18b0373c570d9277,MENTIONS,Fines are stated as present in laser diffraction data.,fines which are present in the laser diffraction data,0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Material:fines,Dataset:ct_image_data,CONTRADICTS:3ed80c47b1bc0441,CONTRADICTS,Fines present in laser diffraction data are stated as not present in the samples used for CT imaging.,but not in the samples used for CT imaging,0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Limitation:sample_vs_bulk_limitation,Paper:regolith,REPORTED_IN:0af60f88d1606333,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Limitation:sample_vs_bulk_limitation,Material:regolith_simulants,APPLIES_TO:df95cb45355f50b4,APPLIES_TO,The limitation concerns differences between measured samples and original bulk material for simulants.,measured samples and the original bulk material differ,0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Limitation:sample_vs_bulk_limitation,Concept:particle_size_histograms_fig4,INFLUENCES:4eadaebfe1f64ad6,INFLUENCES,Differences between measured samples and bulk material can affect particle size distributions underlying histogram comparisons.,differ obviously with respect to the particle size distribution,0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Descriptor:size_descriptors,Paper:regolith,REPORTED_IN:9a3b5a03999bf895,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Descriptor:shape_descriptors,Paper:regolith,REPORTED_IN:c261b19a9062e51c,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Descriptor:textural_descriptors,Paper:regolith,REPORTED_IN:91802546078a15f9,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Dataset:table3_mean_values,Paper:regolith,REPORTED_IN:b7341ea5d25224eb,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Dataset:table3_mean_values,Descriptor:size_descriptors,MENTIONS:3a0a053d97677c8e,MENTIONS,Table 3 provides mean values for descriptors including those visualized for size.,Table 3 ... mean values ... for all descriptors and simulants,0.65,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Dataset:table3_mean_values,Descriptor:shape_descriptors,MENTIONS:0a63d8c5f8c369a8,MENTIONS,Table 3 provides mean values for descriptors including those visualized for shape.,mean values ... for all descriptors and simulants,0.65,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Dataset:table3_mean_values,Descriptor:textural_descriptors,MENTIONS:50f3489036466624,MENTIONS,Table 3 provides mean values for descriptors including those visualized for texture.,corresponding probability densities of textural descriptors are shown in Figure 6,0.6,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Application:applications_focus,Paper:regolith,REPORTED_IN:c35e533cf436f74b,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Application:applications_focus,Material:regolith_simulants,APPLIES_TO:92b53cb9b1545797,APPLIES_TO,The application focus refers to how manufacturers specify regolith simulants.,manufacturers specify regolith simulants with focus on different applications,0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Variable:x1,Paper:regolith,REPORTED_IN:302cd7cfef4fffb9,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:x2,Paper:regolith,REPORTED_IN:c090d936dfdcc08a,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:x3,Paper:regolith,REPORTED_IN:7ea51b64cddddbc2,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,1.0,regolith.pdf p.7 page_text chunk_5647a24ba128bfa1,,,
Variable:copula_density_c,Paper:regolith,REPORTED_IN:08f913038deb722b,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Variable:joint_density_f_r3,Paper:regolith,REPORTED_IN:4fbd53a33a3931d2,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Variable:joint_density_f_r3,Variable:random_vector_x,MEASURES:05887bc62f0dbf8b,MEASURES,"The joint density f is of the three-dimensional random vector X=(X1,X2,X3).","the three-dimensional random vector X=(X ,X ,X )",0.85,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Concept:assumption_c_independent_of_x2,Paper:regolith,REPORTED_IN:931bf0b795c432d7,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Concept:assumption_c_independent_of_x2,Variable:copula_density_c,HAS_PROPERTY:dd7df18e603bdbc2,HAS_PROPERTY,The copula density is assumed not to depend on the specific value of X2.,the copula density c does not depend on the specific value of X,0.85,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Concept:assumption_c_independent_of_x2,Variable:x2,MENTIONS:32c40ba0ca24fe99,MENTIONS,The simplifying assumption explicitly refers to the value of X2.,does not depend on the specific value of X,0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Concept:assumption_c_independent_of_x2,Person:haff_2010,EVIDENCED_BY:0e27727de49de735,EVIDENCED_BY,The simplifying assumption about copula density independence from X2 is cited to Haff et al. (2010).,"see (Haff et al., 2010)",0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x1_given_x2,Paper:regolith,REPORTED_IN:dfe580015959b7d6,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Equation:eq_conditional_cdf_x1_given_x2,Variable:x1,MEASURES:7f95deb4bc9ec85c,MEASURES,The equation defines a conditional distribution function for X1 given X2=x2.,"F (x )=∫ x1 f 1,2 (x,x 2 ) dx",0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x1_given_x2,Variable:x2,USES:526980fe78eb64ad,USES,The conditional CDF for X1 is defined given X2=x2.,F (x )=∫ x1 ... given that X =x,0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x1_given_x2,Variable:copula_density_c,DERIVED_FROM:18b8413a488ce099,DERIVED_FROM,The conditional CDF for X1 is expressed using the copula density c and marginal distributions.,"c (F (x),F (x ))f (x)dx",0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x1_given_x2,Document:doc_p7_chunk73c87c,REPORTED_IN:ab47234633b13a4d,REPORTED_IN,The conditional CDF formula for X1 given X2=x2 is presented in this chunk.,"F (x )=∫ x1 f 1,2 (x,x 2 ) dx",0.9,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x3_given_x2,Paper:regolith,REPORTED_IN:296b2d31cfde22f3,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Equation:eq_conditional_cdf_x3_given_x2,Variable:x3,MEASURES:28d7061486c06a57,MEASURES,The equation defines a conditional distribution function for X3 given X2=x2.,"F (x )=∫ x3 f (x ,x)",0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x3_given_x2,Variable:x2,USES:61bb350b94e48224,USES,The conditional CDF for X3 is defined given X2=x2.,F (x )=∫ x3 ... / f (x ),0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x3_given_x2,Variable:copula_density_c,DERIVED_FROM:0f561094479327c0,DERIVED_FROM,The conditional CDF for X3 is expressed using the copula density c and marginal distributions.,"c (F (x ),F (x))f (x)dx",0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Equation:eq_conditional_cdf_x3_given_x2,Document:doc_p7_chunk73c87c,REPORTED_IN:f06a9b02919c2af9,REPORTED_IN,The conditional CDF formula for X3 given X2=x2 is presented in this chunk.,"and, analogously,",0.7,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Method:eq8_joint_density_approach,Paper:regolith,REPORTED_IN:f95b0494a30f5fad,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Method:eq8_joint_density_approach,Variable:joint_density_f_r3,MEASURES:d735a724abb86045,MEASURES,"Equation (8) is stated to yield an approach for computing the joint probability density f:R3→[0,∞).","Equation (8) yields a suitable approach for computing the joint probability density f:R3 → [0,∞)",0.85,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Finding:finding_mean_values_differ,Paper:regolith,REPORTED_IN:e02c3fa90729cf18,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Finding:finding_mean_values_differ,Dataset:table3_mean_values,EVIDENCED_BY:3c3855d3f5fce7ce,EVIDENCED_BY,The finding about differences across simulants is supported by Table 3's summarized mean values.,the mean values in the respective rows of Table 3 are quite different from each other,0.8,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Finding:finding_mean_values_differ,Application:applications_focus,SUPPORTS:591aab250ccf1a97,SUPPORTS,Different application focus and compositions are stated as a reason it is not surprising that mean values differ.,"manufacturers specify regolith simulants with focus on different applications and, thus different compositions",0.75,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,chunk_73c87c0131a065ed,7,regolith.pdf
Person:erdogan_2007,Paper:regolith,REPORTED_IN:493633bd6784ee75,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Person:haff_2010,Paper:regolith,REPORTED_IN:4825fe46aaa4d5bd,REPORTED_IN,reported in this paper,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,1.0,regolith.pdf p.7 page_text chunk_73c87c0131a065ed,,,
Document:doc_chunk,Paper:regolith,REPORTED_IN:4213a392b6e11899,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Document:doc_chunk,Method:multivariate_stat_analysis,MENTIONS:4d18a7fd5e8d3042,MENTIONS,The document chunk states that multivariate statistical analysis is used in the present paper.,"In the present paper, multivariate statistical analysis",0.95,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Document:doc_chunk,Method:parametric_models,MENTIONS:492bbc2a3b9b8b36,MENTIONS,The document chunk states that parametric models are used in the present paper.,and parametric models,0.95,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Material:lunar_regolith,Paper:regolith,REPORTED_IN:625177ec66215167,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Material:lunar_regolith,Limitation:limited_shape_analysis_past,LIMITED_BY:7f84e455069cef71,LIMITED_BY,The chunk states that lunar regolith particle shapes have only been analyzed for very few particles in past work.,the shapes of lunar regolith particles have only been analyzed for single ... or a small number of particles,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:mech_properties,Paper:regolith,REPORTED_IN:691e3c29ee8a76b5,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_properties,Paper:regolith,REPORTED_IN:b11cc4917bd28e28,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Variable:mineralogical_properties,Variable:mech_properties,INFLUENCES:e72e6d65e0792f58,INFLUENCES,Mineralogical properties influence mechanical properties.,"mechanical properties, as these are not only influenced by mineralogical properties",0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:particle_shape,Paper:regolith,REPORTED_IN:9be4cb2257c6dcf5,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Variable:particle_shape,Variable:mech_properties,INFLUENCES:412fbffd5a7451c2,INFLUENCES,Particle shape influences mechanical properties.,and shape of regolith particles,0.75,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Limitation:simulant_representativeness_unclear,Paper:regolith,REPORTED_IN:5ebe06e83f8fb976,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:predict_behavior_limitation,Paper:regolith,REPORTED_IN:5a31be88bf5bdcf8,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Limitation:limited_shape_analysis_past,Paper:regolith,REPORTED_IN:c6950b7c69317e2b,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_modeling,Paper:regolith,REPORTED_IN:70d8d30ab869944f,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_modeling,Variable:particle_shape,APPLIES_TO:73ab976d22b79e48,APPLIES_TO,Stochastic 3D modeling is applied to the shape of lunar regolith particles.,stochastic 3D modeling of the shape,0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:stochastic_3d_modeling,Variable:mineralogical_composition,APPLIES_TO:493de9021e298412,APPLIES_TO,Stochastic 3D modeling is applied to mineralogical composition of lunar regolith particles.,and mineralogical composition of lunar regolith particles,0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:stochastic_3d_model,Paper:regolith,REPORTED_IN:66bf26361dfce19a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:stochastic_3d_model,Application:virtual_materials_testing,SUPPORTS:9ef7964f6de0855c,SUPPORTS,Stochastic 3D models can generate virtual realistic particles for virtual materials testing.,stochastic 3D models from which ... realistic regolith particles can be generated for the purpose of virtual materials testing,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Concept:digital_twin,Paper:regolith,REPORTED_IN:53e5090745d1b80a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:digital_twin,Method:stochastic_3d_modeling,DERIVED_FROM:8191c8c050321775,DERIVED_FROM,A digital twin can be obtained by stochastic 3D modeling.,Such a digital twin of lunar regolith can be obtained by stochastic 3D modeling,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:numerical_simulations,Paper:regolith,REPORTED_IN:be6ef775f2eb1f7a,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:numerical_simulations,Concept:digital_twin,USES:ae6422f34001f25b,USES,Numerical simulations are proposed to be applied to a digital twin of lunar regolith morphology and composition.,numerical simulations applied to a digital twin of the 3D morphology and mineralogical composition,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Application:virtual_materials_testing,Paper:regolith,REPORTED_IN:7d6018de3447a91e,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:precise_shape_matching,Paper:regolith,REPORTED_IN:e0e89d0592b54fdd,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:precise_shape_matching,Limitation:overfitting_limitation,LIMITED_BY:583bc6102799646c,LIMITED_BY,Matching precise individual particle shapes is described as potential overfitting.,matching the precise shapes of individual particles could be considered overfitting,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Limitation:overfitting_limitation,Paper:regolith,REPORTED_IN:c502fd8d43c47620,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Descriptor:morph_descriptors,Paper:regolith,REPORTED_IN:4f8afa3001537d45,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:univariate_distributions,Paper:regolith,REPORTED_IN:90427514fad519b9,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Concept:multivariate_distributions,Paper:regolith,REPORTED_IN:bd8ef8046f01983e,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:distribution_fitting,Paper:regolith,REPORTED_IN:7e6d914ab6e80147,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
Method:distribution_fitting,Descriptor:morph_descriptors,USES:eaf4fd5c5ed7b6e2,USES,Distribution fitting uses morphological particle descriptors.,fitting of univariate distributions of individual morphological particle descriptors,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Concept:multivariate_distributions,USES:5a82522425ae31b3,USES,Distribution fitting can use multivariate distributions for assessment.,"or, even better, multivariate distributions can be used",0.8,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Variable:model_performance,MEASURES:79216badd2ed0cc1,MEASURES,Fitting descriptor distributions is used to assess stochastic 3D model performance.,can be used for assessing the performance of a stochastic 3D model,0.85,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Method:distribution_fitting,Method:stochastic_3d_model,VALIDATES:507a3e7ad8263676,VALIDATES,Descriptor-distribution fitting is presented as a way to assess/validate a stochastic 3D model.,used for assessing the performance of a stochastic 3D model,0.75,regolith.pdf p.2 page_text chunk_44889c813b9be835,chunk_44889c813b9be835,2,regolith.pdf
Variable:model_performance,Paper:regolith,REPORTED_IN:0bffd6d33772bfc2,REPORTED_IN,reported in this paper,regolith.pdf p.2 page_text chunk_44889c813b9be835,1.0,regolith.pdf p.2 page_text chunk_44889c813b9be835,,,
