source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Variable:model_parameters_theta,Paper:mitra,REPORTED_IN:b09273956b380d30,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:model_parameters_theta,Dataset:f_series,DERIVED_FROM:e3b642b9ef2187b0,DERIVED_FROM,Model parameters θ correspond to probability densities from conducted experiments in the F series.,of the corresponding probability densities of the conducted experiments,0.74,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Variable:model_parameters_theta,Dataset:b_series,DERIVED_FROM:aa79fcaa71d73420,DERIVED_FROM,Model parameters θ correspond to probability densities from conducted experiments in the B series.,of the corresponding probability densities of the conducted experiments,0.74,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Variable:model_parameters_theta,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:fb1fdd25c8cb358b,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:regression_function_g,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:0e62d89f042c16e1,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Method:regression_function_g,Paper:mitra,REPORTED_IN:7142d298b7b40061,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Method:regression_function_g,Equation:equation_5,DERIVED_FROM:71df2a7a3ade514f,DERIVED_FROM,Regression function g is referenced as being given by Equation (5).,function g (see Equations (5) and (6)),0.72,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_function_g,Equation:equation_6,DERIVED_FROM:16636ff0d2eaa275,DERIVED_FROM,Regression function g is referenced as being given by Equation (6).,function g (see Equations (5) and (6)),0.72,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_function_g,Variable:process_parameter_z,USES:53cf35cecf6ea5da,USES,The regression function uses process parameter z as input to capture relationships.,capture the relationship between the process parameters z,0.84,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_function_g,Variable:model_parameters_theta,AFFECTS:9044dfe3884ef963,AFFECTS,The regression function is fitted to model how z relates to model parameters θ of the probability densities.,capture the relationship between the process parameters z ... and the model parameters θ,0.83,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_function_g,Descriptor:feed_rate_range_11_20,APPLIES_TO:2b6d61ed4f965c25,APPLIES_TO,"The F-series regression function is stated to predict distributions for arbitrary feed rate values in z ∈ [11,20].","an arbitrary feedrate in z ∈ [11,20]",0.78,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_function_g,Descriptor:binder_concentration_fixed_0_8wtpct,APPLIES_TO:9fbfbf22ab0d96ec,APPLIES_TO,The F-series regression prediction is stated for a fixed binder concentration of 0.8 wt%.,a fixed binder concentration of 0.8 wt%,0.78,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Equation:equation_5,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:3d2a4978e715ce03,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Equation:equation_5,Paper:mitra,REPORTED_IN:bbed26892a3ebc2f,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Equation:equation_6,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:d6930babea96cef0,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Equation:equation_6,Paper:mitra,REPORTED_IN:5c7186ccb638bbae,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Concept:lognormal_distribution,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:ca8c9cce1b06d312,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Concept:lognormal_distribution,Paper:mitra,REPORTED_IN:4e219ba3e4ede150,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Concept:lognormal_distribution,Variable:descriptor_d_fmax,APPLIES_TO:02f5e27ea38cfc2c,APPLIES_TO,The lognormal distribution is used for the descriptor d_Fmax.,lognormal distribution for d_Fmax,0.86,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Concept:normal_distribution,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:d96030dfed9f2da0,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Concept:normal_distribution,Paper:mitra,REPORTED_IN:4db0bb60ca784a83,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Concept:normal_distribution,Variable:descriptor_psi_a,APPLIES_TO:6acbf87c3cb94ef8,APPLIES_TO,The normal distribution is used for the descriptor Ψ_A.,normal distribution for Ψ_A,0.86,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Finding:high_degree_of_agreement,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:e46e029d10d08155,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Finding:high_degree_of_agreement,Paper:mitra,REPORTED_IN:e11200e986647c68,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Finding:high_degree_of_agreement,Method:regression_function_g,EVIDENCED_BY:a38555c207674e00,EVIDENCED_BY,Agreement is evidenced between fitted regression lines and model parameters resulting from the regression fits.,A high degree of agreement between the fitted regression lines and the model parameters can be observed.,0.83,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Application:prediction_intermediate_conditions,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:cd5503e61f08c8cf,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Application:prediction_intermediate_conditions,Paper:mitra,REPORTED_IN:2d43cfc73ab9844a,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Application:prediction_intermediate_conditions,Method:regression_function_g,USES:b387635ceb2d63b6,USES,Predictions for intermediate conditions are made using the fitted regression functions.,"With the fitted regression functions, the distribution of d_Fmax and Ψ_A for intermediate feed rates or binder concentrations can be predicted",0.86,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Application:prediction_intermediate_conditions,Variable:descriptor_d_fmax,MEASURES:970b05ccce3a18b2,MEASURES,The prediction concerns the distribution of d_Fmax at intermediate conditions.,the distribution of d_Fmax,0.8,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Application:prediction_intermediate_conditions,Variable:descriptor_psi_a,MEASURES:beb7ebdd4f2531b3,MEASURES,The prediction concerns the distribution of Ψ_A at intermediate conditions.,and Ψ_A,0.8,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Application:prediction_intermediate_conditions,Limitation:unmeasured_process_parameters,LIMITED_BY:ea78bd9672fb5685,LIMITED_BY,Predicted intermediate-condition distributions are explicitly not experimentally measured.,and they are not experimentally measured,0.82,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Limitation:unmeasured_process_parameters,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:cc69c4136914aaf9,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Limitation:unmeasured_process_parameters,Paper:mitra,REPORTED_IN:e38b8cf1267d6a31,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Descriptor:feed_rate_range_11_20,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:a015df40356f534a,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Descriptor:feed_rate_range_11_20,Paper:mitra,REPORTED_IN:7911bdb465acfe4a,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Descriptor:binder_concentration_fixed_0_8wtpct,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:12d973e1eda2c213,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Descriptor:binder_concentration_fixed_0_8wtpct,Paper:mitra,REPORTED_IN:9419ee61e82fc6a2,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Chunk:chunk_292a513b17ac9374,Paper:mitra,PART_OF:chunk_292a513b17ac9374,PART_OF,chunk belongs to paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Document:mitra_p9_chunk_292a,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:fb6e87b66666a304,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Document:mitra_p9_chunk_292a,Paper:mitra,REPORTED_IN:1b3b1e67afd0f6bc,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Document:mitra_p9_chunk_292a,Equation:eq2_aspect_ratio,MENTIONS:4069120b183b44a8,MENTIONS,The document chunk includes Equation (2) for aspect ratio.,Ψ = Fmin. (2),0.9,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Document:mitra_p9_chunk_292a,Method:parametric_modeling,MENTIONS:9fa2aa4aa0e0df7c,MENTIONS,The document chunk introduces parametric modeling and prediction of descriptor distributions.,2.7. ParametricModelingandPredictionofDescriptorDistributions,0.95,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Concept:granule_morphology,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:15f37e76976a4780,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:granule_morphology,Paper:mitra,REPORTED_IN:002b507ceeb2d010,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:feret_min,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:72c042f7d2a31538,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:feret_min,Paper:mitra,REPORTED_IN:8fe07af816ea7f85,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:feret_min,Descriptor:robust_orientation_independent,SUPPORTS:917796a067b55d72,SUPPORTS,Using the real minimum Feret diameter is stated to ensure robustness and orientation-independent calculations.,usedinsteadoftheFeretdiameterperpendiculartod toensurerobustnessandorientation-independentcalculations,0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Variable:feret_max,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:bf94a76dba2b95b1,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:feret_max,Paper:mitra,REPORTED_IN:f6821d2fa060a5ad,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:diameter_d,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:9e3ae69fdcc9be0c,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:diameter_d,Paper:mitra,REPORTED_IN:a0ec24b91f6efcbe,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:diameter_d,Concept:granule_morphology,APPLIES_TO:74275de6ec056ade,APPLIES_TO,Diameter descriptor d is used together with aspect ratio for morphology characterization.,Thesetwodescriptors(d andΨ )togetherprovideasimplebuteffectivecharacterizationofthegranule’smorphology.,0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Variable:aspect_ratio_psi,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:7e5ce3aa95615354,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:aspect_ratio_psi,Paper:mitra,REPORTED_IN:a231c5bdd6a43716,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:aspect_ratio_psi,Concept:shape_compactness_elongation,MEASURES:d7b17f2974a52a8c,MEASURES,Aspect ratio indicates compactness or elongation of a 2D silhouette.,indicatesthecompactnessorelongation,0.9,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Variable:aspect_ratio_psi,Concept:shape_compactness_elongation,HAS_DESCRIPTOR:c23eee294d092880,HAS_DESCRIPTOR,Aspect ratio values map to compact (1) versus elongated (significantly less than 1) shapes.,Anaspectratioof1indicatesacompactshape...whereasvaluessignificantlylessthan1indicateanelongated2Dsilhouette.,0.9,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Variable:aspect_ratio_psi,Concept:granule_morphology,APPLIES_TO:7401191aeef17fd7,APPLIES_TO,Aspect ratio is used as a granule morphology descriptor.,provideasimplebuteffectivecharacterizationofthegranule’smorphology,0.75,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Equation:eq2_aspect_ratio,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:a37c7772667770c2,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Equation:eq2_aspect_ratio,Paper:mitra,REPORTED_IN:0c28f5dc0cba6991,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Equation:eq2_aspect_ratio,Variable:aspect_ratio_psi,MENTIONS:60aaa9739d196676,MENTIONS,Equation (2) provides the definition of the aspect ratio variable Ψ.,"Then,theaspectratio,Ψ ,isgivenby",0.9,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Equation:eq2_aspect_ratio,Variable:feret_min,DERIVED_FROM:ba0b625130c0cf44,DERIVED_FROM,Aspect ratio is computed using the minimum Feret diameter in the numerator.,Ψ = Fmin.,0.7,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Equation:eq2_aspect_ratio,Variable:feret_max,DERIVED_FROM:ebeaf967c71ea6f9,DERIVED_FROM,Aspect ratio is computed using the maximum Feret diameter in the denominator.,Fmax,0.6,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Descriptor:robust_orientation_independent,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:93603b66274bcb49,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Descriptor:robust_orientation_independent,Paper:mitra,REPORTED_IN:e87860cc485c121b,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:shape_compactness_elongation,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:96c7e25fdfd20a56,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:shape_compactness_elongation,Paper:mitra,REPORTED_IN:4153af9d1f4f9f70,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:size_distribution,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:09f1af6fcfcd94f5,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:size_distribution,Paper:mitra,REPORTED_IN:232b23d1c84b9162,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:shape_uniformity,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:66a09c69ea16629d,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:shape_uniformity,Paper:mitra,REPORTED_IN:dd438932b4363b09,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:parametric_modeling,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:d8812834c14e183c,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:parametric_modeling,Paper:mitra,REPORTED_IN:fa68e9a686839e4a,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Method:parametric_modeling,Dataset:descriptor_datasets_a,USES:830b7612a7182aa7,USES,Parametric modeling is applied to measured datasets of granule descriptors.,datasetsofgranuledescriptorsmeasured,0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:parametric_modeling,Concept:parametric_density_family_f,USES:9d19753aea6a3250,USES,"Parametric modeling considers a parametric family of probability densities {fθ, θ∈Θ}.","Byconsideringaparametricfamilyofprob-ability densities, {f ,θ ∈ Θ}",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:parametric_modeling,Variable:model_parameters_theta,DERIVED_FROM:ad582c2f00f06e95,DERIVED_FROM,Fitting densities to datasets yields a low-dimensional representation in terms of model parameters θ.,"alow-dimensionalrepresentationofthedatasetsintermsofthemodelparameters,θ",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:parametric_modeling,Method:kde,COMPARES_WITH:23f235a409f23160,COMPARES_WITH,Parametric modeling is contrasted with non-parametric techniques such as KDEs.,"advantagesovernon-parametrictechniques,suchasKDEs",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:parametric_modeling,Finding:advantages_parametric,SUPPORTS:96c43a42496dc791,SUPPORTS,The text lists key advantages of parametric modeling.,"suchasinterpretability,dimensionalityreduction,andcomputationalefficiency",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:parametric_modeling,Chunk:chunk_073a8613a554e6ae,EVIDENCED_BY:5c4115a7f32530f3,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Method:parametric_modeling,Dataset:measured_data_sets,USES:0fdc14a86f3dcf24,USES,Parametric fitting/modeling is applied to measured data sets.,By data considering sets,0.4,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:parametric_modeling,Equation:parametric_family_f_theta,USES:556abbff4260390a,USES,Parametric modeling uses a parametric family f_θ of densities.,"parametric R  descriptors [ 0,  family )",0.38,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:parametric_modeling,Method:nonparametric_techniques,COMPARES_WITH:d81cc3b748396d14,COMPARES_WITH,Parametric modeling is compared with non-parametric techniques such as KDEs.,"advantages over non-parametric techniques, such as KDEs",0.9,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:parametric_modeling,Descriptor:interpretability,HAS_DESCRIPTOR:d29fb586d2d82d99,HAS_DESCRIPTOR,Parametric modeling is stated to provide interpretability.,such as interpretability,0.86,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:parametric_modeling,Descriptor:dimensionality_reduction,HAS_DESCRIPTOR:731baa007291dba1,HAS_DESCRIPTOR,Parametric modeling is stated to provide dimensionality reduction.,dimensionality reduction,0.86,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:parametric_modeling,Descriptor:computational_efficiency,HAS_DESCRIPTOR:d760c7d9d51485f2,HAS_DESCRIPTOR,Parametric modeling is stated to provide computational efficiency.,computational efficiency,0.86,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Dataset:descriptor_datasets_a,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:2f580443973f6357,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Dataset:descriptor_datasets_a,Paper:mitra,REPORTED_IN:0e1134239cace212,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:process_parameters_z,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:8c64b92e1d5f65d0,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:process_parameters_z,Paper:mitra,REPORTED_IN:5aadcb40a1d3e2a4,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:parametric_density_family_f,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:2bf81e06510bd9e2,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:parametric_density_family_f,Paper:mitra,REPORTED_IN:e97d9efbd31bd729,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:kde,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:73f6843a5a6108c5,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:kde,Paper:mitra,REPORTED_IN:2e3a4c7ce38991e4,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Method:kde,Chunk:chunk_073a8613a554e6ae,EVIDENCED_BY:235397dd726e80d3,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Method:regression,Chunk:chunk_292a513b17ac9374,EVIDENCED_BY:28c64e954f2084d2,EVIDENCED_BY,supported by chunk,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:regression,Paper:mitra,REPORTED_IN:df57adbfb5463afe,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:regression,Variable:process_parameters_z,USES:765a877ca316b8c3,USES,Regression is used with process parameters z to determine a functional relationship to model parameters.,"determiningafunctionalrelationshipbetweentheprocessparameters,z",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:regression,Variable:model_parameters_theta,MEASURES:670dceabf73b477d,MEASURES,Regression is used to obtain model parameters θ as outputs linked to process parameters.,"andthemodelparameters,θ",0.75,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
